,detector,n_features,step_size,codebook_size,n_neighbors,distance,train_accuracy,val_accuracy,std_train_accuracy,std_val_accuracy,train_f1_weighted,val_f1_weighted,std_train_f1_weighted,std_val_f1_weighted
0,dense_sift,1000,10,500,13,manhattan,0.872866558050552,0.8430906037411088,0.0008382691676795224,0.0033508366239413958,0.8495430192318698,0.8160249227800936,0.0014023772862141561,0.002904835587553181
1,dense_sift,1000,20,500,13,manhattan,0.8662511465364784,0.8443092504401931,0.003132965921939827,0.010115493169579432,0.8425636958795599,0.820629258274671,0.0019052345542413507,0.0077309162746161345
2,dense_sift,1000,50,500,13,manhattan,0.8682775910870958,0.858055304668327,0.003612396183686153,0.008697563200123628,0.8376250075640668,0.8250230296516419,0.0019934965435205805,0.008091238591396273
